,naf,text
3009,28,Autres articles de robinetterie
3010,28,"Articles de robinetterie et organes similaires pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires"
3011,28,"Détendeurs, réducteurs de pression, clapets et soupapes de sûreté CC : - détendeurs, réducteurs de pression clapets et soupapes de sûreté ou de trop plein"
3012,28,Articles de robinetterie sanitaire ; robinets pour radiateurs de chauffage central CC : - articles de robinetterie sanitaire ; robinets pour radiateurs de chauffage central CA : - mitigeurs et robinets thermostatiques 
3013,28,"Vannes de commande, robinets-valves, clapets à bille et autres soupapes CC : - vannes de commande, robinets-valves, clapets à bille et autres soupapes CA : - bouches et lances d'incendie, arbres de Noël pour pipe-lines, tireuses de bière pour comptoirs, etc. "
3014,28,Pièces de robinetterie et articles similaires
3015,28,Pièces de robinetterie et articles similaires CC : - pièces de robinetterie et articles similaires 
3016,28,Opérations sous-traitées intervenant dans la fabrication d'autres articles de robinetterie
3017,28,"Opérations sous-traitées intervenant dans la fabrication d'autres articles de robinetterie CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties"
3018,28,Engrenages et organes mécaniques de transmission
3019,28,Roulements à billes ou à rouleaux
3020,28,"Roulements à billes ou à rouleaux CC : - roulements à billes, à galets, à aiguilles ou à rouleaux"
3021,28,Autres organes mécaniques de transmission
3022,28,"Chaînes mécaniques, en fer ou en acier CC : - chaînes mécaniques, en fer ou en acier"
3023,28,"Arbres de transmission (y compris à cames et vilebrequin) et manivelles CC : - arbres de transmission CA : - arbres à cames, vilebrequins et manivelles arbres articulés ou flexibles "
3024,28,"Paliers à roulements et coussinets CC : - paliers à roulements, butées et crapaudines    "
3025,28,", 28.15.31, 28.15.32, 28.15.39, 28.15.99    "
3026,28,FABRICATION D'AUTRES MACHINES D'USAGE GÉNÉRAL
3027,28,Fabrication de fours et brûleurs
3028,28,"Z   Fabrication de fours et brûleurs Cette sous-classe comprend : la fabrication de fours électriques et d'autres fours industriels ou de laboratoires, y compris les incinérateurs la fabrication de brûleurs la fabrication de chauffages électriques de locaux à montage permanent, de chauffages électriques de piscines la fabrication de chauffages autres qu'électriques et à usage domestique à montage permanent, comme le chauffage solaire, chauffage à la vapeur, chauffage à l'huile et systèmes similaires de chauffage la fabrication de fourneaux électrique à usage domestique (installations électriques à air pulsé, pompes à chaleur, etc.), installations non électriques à air pulsé  Cette sous-classe comprend aussi : la fabrication de foyers automatiques, d'avant-foyers, de grilles mécaniques, de dispositifs pour l'évacuation des cendres, etc. "
3029,28,"Engrenages et roues de friction ; broches filetées à billes ou à rouleaux ; réducteurs, multiplicateurs et variateurs de vitesse CC : - réducteurs, multiplicateurs et variateurs de vitesse, convertisseurs de couples hydrauliques, roues de friction, vis à bille engrenages : crémaillères, vis sans fin, roues dentées, pignons coniques, etc."
3030,28,"Volants et poulies, y compris moufles CC : - volants et poulies CA : - moufles "
3031,28,"Embrayages et organes d'accouplement, y compris joints universels CC : - embrayages et organes d'accouplement CA : - cardans et joints d'accouplement, liaisons homocinétiques"
3032,28,Parties d'organes mécaniques de transmission
3033,28,"Billes, aiguilles et rouleaux ; parties de roulements à billes ou à rouleaux CC : - billes, aiguilles et rouleaux ; parties de roulements à billes ou à rouleaux CA : - bagues et cages pour roulements "
3034,28,"Maillons de chaînes mécaniques, en fer ou en acier CC : - maillons de chaînes mécaniques, en fer ou en acier "
3035,28,Parties d'organes mécaniques de transmission n.c.a. CC : - parties d'organes mécaniques de transmission n.c.a. 
3036,28,Opérations sous-traitées intervenant dans la fabrication d'engrenages et d'organes mécaniques de transmission
3037,28,"Opérations sous-traitées intervenant dans la fabrication d'engrenages et d'organes mécaniques de transmission CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties"
3038,28,AUTRES MACHINES D'USAGE GÉNÉRAL
3039,28,Fours et brûleurs
3040,28,Fours et brûleurs et leurs parties
3041,28,"Brûleurs ; foyers automatiques et grilles mécaniques ; dispositifs mécaniques pour l'évacuation des cendres et dispositifs similaires CC : - brûleurs industriels pour fours, étuves, générateurs de vapeur, etc., à combustibles liquides ou gazeux brûleurs pour chaudières de chauffage central brûleurs et foyers (y compris chargeurs et grilles) automatiques à charbon pulvérisé "
3042,28,"Fours industriels ou de laboratoire, non électriques, y compris incinérateurs, mais à l'exclusion des fours de boulangerie CC : - fours industriels (métallurgie, cimenterie, briqueterie, cokerie, peinture) ou de laboratoire, à fioul, à gaz ou à charbon CA : - incinérateurs, fours crématoires, fours tunnels"
3043,28,"Fours industriels ou de laboratoire, électriques ; équipement de chauffage à induction ou diélectrique CC : - fours électriques industriels ou de laboratoire (fours à résistance, à induction, à arc)    la fabrication de séchoirs pour produits agricoles (cf. 28.93Z) la fabrication de fours de boulangerie (cf. 28.93Z) la fabrication de séchoirs pour le bois, les pâtes à papier, les papiers ou les cartons (cf. 28.99B) la fabrication de stérilisateurs médico-chirurgicaux ou de laboratoires (cf. 32.50A) la fabrication de fours de laboratoires (dentaires) (cf. 32.50A) "
3044,28,Fabrication de matériel de levage et de manutention
3045,28,"Z   Fabrication de matériel de levage et de manutention Cette sous-classe comprend : la fabrication de machines et d'appareils de levage, de chargement, de déchargement ou de manutention actionnés par moteur ou à la main : • palans, treuils et cabestans, crics et vérins • bigues, grues, portiques mobiles, chariots-cavaliers, etc. • chariots, même automobiles, munis ou non d'un dispositif de levage ou de manutention, des types utilisés dans les usines, y compris diables et brouettes • manipulateurs mécaniques et robots industriels spécialement conçus pour des opérations de levage, de manutention, de chargement ou de déchargement la fabrication d'appareils transporteurs ou convoyeurs, de téléphériques, télécabines et remonte-pentes, etc. la fabrication d'ascenseurs, d'escaliers mécaniques et de trottoirs roulants la fabrication d'éléments spécialisés de matériels de levage et de manutention  Cette sous-classe comprend aussi : la fabrication de roulettes pour matériel de levage ou de manutention la fabrication d'enrouleurs et poulies pour bateaux "
3046,28,", 28.22.18, 28.22.19, 28.22.20, 28.22.99    "
3047,28,Parties de fours et de brûleurs CC : - pièces détachées et équipements spécifiques de fours
3048,28,Opérations sous-traitées intervenant dans la fabrication de fours et brûleurs
3049,28,"Opérations sous-traitées intervenant dans la fabrication de fours et brûleurs CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties"
3050,28,Matériel de levage et de manutention
3051,28,Équipements de levage et de manutention et leurs parties
3052,28,Palans et monte-charges n.c.a. CC : - palans et monte-charges n.c.a. CA : - potences pour mise à l'eau des bateaux 
3053,28,"Treuils de puits de mine ; treuils pour usage souterrain ; autres treuils ; cabestans CC : - treuils et cabestans à bras ou à moteur CA : - winches, chèvres, potences treuils de puits de mine "
3054,28,"Crics ; vérins pour soulever des véhicules CC : - crics et vérins, hydrauliques, pneumatiques ou mécaniques CA : - élévateurs de voiture pour garages (fixes ou mobiles) "
3055,28,"Tours de forage ; grues ; ponts roulants, chariots cavaliers et camions-grues CC : -   ponts roulants, poutres roulantes, portiques, chariots cavaliers, chariots-grues grues à tour, sur portique ou grues auto-motrices ; bigues et grues portuaires ; blondins CA : -   monte-charges de chantier ; grues adaptables sur véhicules"
3056,28,"Chariots-gerbeurs, autres chariots de manutention ; chariots tracteurs utilisés sur les plateformes ferroviaires CC : - chariots tracteurs ou élévateurs de manutention et chariots-gerbeurs à moteur électrique ou thermique CA : - chariots à direction commandée et chariots auto-guidés et nacelles élévatrices"
3057,28,"Ascenseurs, monte-charges, escaliers mécaniques et trottoirs roulants CC : - ascenseurs, monte-charges, escaliers mécaniques et trottoirs roulants"
3058,28,"Appareils élévateurs ou convoyeurs pneumatiques ou de manutention continue CC : -   élévateurs, transporteurs et convoyeurs, à bandes, rouleaux, galets, etc. appareils élévateurs ou transporteurs pneumatiques CA : -   matériel de halage ou de trainage paternoster, monte-dossiers, etc. "
3059,28,"Autre matériel de levage et de manutention CC : - téléphériques, télésièges, télécabines, téléskis, funiculaires transporteurs à câble et robots de manutention chariots transbordeurs, basculeurs de wagons et installations similaires chariots, sans moteur, munis ou non d'un dispositif de levage ou de manutention, des types utilisés dans les usines, y compris diables et brouettes CA : - palettiseurs et stockeurs dynamiques, manipulateurs à distance et plateformes d'aéroports "
3060,28,Parties de matériel de levage et de manutention CC : - parties d'ascenseurs et de monte-charges parties d'autres équipements de levage et de manutention             
3061,28,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
3062,28,"Z   Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques) Cette sous-classe comprend : la fabrication de machines à calculer la fabrication de caisses enregistreuses la fabrication de calculateurs, électroniques ou non la fabrication de compteurs de timbres-poste, de machines de gestion du courrier (adressage, mise sous pli, cachetage et expédition de plis, ouverture, tri, numérisation la fabrication de machines à écrire la fabrication de machines à sténographie la fabrication de relieuses de bureau (reliures plastiques ou à bande) la fabrication de machines à remplir ou à signer des chèques la fabrication de machines à compter ou à encartoucher les pièces de monnaie la fabrication de taille-crayon la fabrication de machines à poser et à enlever les agrafes la fabrication de machines à voter la fabrication de distributeurs de ruban la fabrication de perforatrices la fabrication de caisses enregistreuses fonctionnant mécaniquement la fabrication de photocopieuses la fabrication de cartouches d'encre la fabrication de tableaux noirs, blancs, etc. la fabrication de machines à dicter "
3063,28,"Godets, bennes, pelles et pinces pour grues ou matériel de génie civil"
3064,28,"Godets, bennes, pelles et pinces pour grues ou matériel de génie civil CC : - godets, bennes, bennes preneuses, pelles, grappins et pinces pour grues ou matériel de génie civil"
3065,28,Opérations sous-traitées intervenant dans la fabrication de matériel de levage et de manutention
3066,28,"Opérations sous-traitées intervenant dans la fabrication de matériel de levage et de manutention CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties"
3067,28,Machines et équipements de bureau (à l'exclusion des ordinateurs et équipements périphériques)
3068,28,Machines comptables et machines similaires comportant un dispositif de calcul
3069,28,"Machines comptables et machines similaires comportant un dispositif de calcul CC : - machines à écrire, machines de traitement de texte machines à calculer électroniques et appareils de poche permettant l'enregistrement, la reproduction et l'affichage de données et disposant de fonctions de calcul machines comptables et caisses enregistreuses CA : - machines à sténographier machines à affranchir, distributeurs automatiques de tickets et appareils similaires, incorporant un dispositif de calcul"
3070,28,Machines de bureau et leurs parties
3071,28,"Machines de bureau CC : - machines à photocopier à système optique quelle que soit la technique (thermocopie, diazocopie, électrocopie, etc.) matériel offset de bureau, à feuilles duplicateurs à alcool ou à stencils machines diverses pour le service du courrier (mise sous enveloppe, adressage, etc.) machines de billetterie, et machines à compter la monnaie machines à remplir ou à signer les chèques agrafeuses de bureau ; déchiqueteuses de documents duplicateurs à alcool ou à stencils machines diverses pour le service du courrier (mise sous enveloppe, adressage, etc.) machines de billetterie, et machines à compter la monnaie machines à remplir ou à signer les chèques agrafeuses de bureau ; déchiqueteuses de documents CA : - dictaphones tableaux noirs, blancs machines feuille à feuille (offset de bureau)"
3072,28,Parties et accessoires des machines de bureau CC : - parties et accessoires de machines à écrire et à calculer parties et accessoires d'autres machines de bureau parties et accessoires d'appareils de photocopie              
3073,28,Fabrication d'outillage portatif à moteur incorporé
3074,28,"Z   Fabrication d'outillage portatif à moteur incorporé Cette sous-classe comprend : la fabrication d'outils portatifs à moteur intégré, électrique, thermique ou pneumatique, tels que : • scies circulaires ou alternatives • tronçonneuses • perceuses et perceuses à percussion • ponceuses à main • marteaux pneumatiques • tampons • routeurs • meuleuses • agrafeuses • riveteuses pneumatiques • raboteuses • taille-haies • cloueuses à poudre "
3075,28,Fabrication d'équipements aérauliques et frigorifiques industriels
3076,28,Z   Fabrication d'équipements aérauliques et frigorifiques industriels  
3077,28,Fabrication de machines de bureau et comptables ; opérations sous-traitées intervenant dans la fabrication de machines et équipements de bureau (à l'exclusion des ordinateurs et équipements périphériques)
3078,28,Fabrication de machines de bureau et comptables (à l'exclusion des ordinateurs et équipements périphériques) CC : - assemblage de machines de bureau et comptables 
3079,28,"Opérations sous-traitées intervenant dans la fabrication de machines et équipements de bureau (à l'exclusion des ordinateurs et équipements périphériques) CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties peinture et revêtement du produit mentionné"
3080,28,Outillage portatif à moteur incorporé
3081,28,Outillage manuel électromécanique ; autre outillage manuel électroportatif
3082,28,"Outillage manuel électromécanique, à moteur électrique incorporé CC : - perceuses, visseuses, scies circulaires ou sauteuses, rabots, ponceuses, meuleuses, tronçonneuses, taille-haies, etc., à moteur électrique incorporé CA : - matériels à fonctions multiples à partir d'un moteur électrique"
3083,28,"Autre outillage manuel électroportatif CC : - machines-outils portatives pneumatiques (marteaux-piqueurs, vibrateurs à béton, pistolets à graisser, etc.) machines-outils portatives à moteur thermique (tronçonneuses à chaîne, débroussailleuses, coupe- bordures, etc.) autre outillage manuel électroportatif "
3084,28,Parties d'outillage portatif à moteur incorporé
3085,28,"Parties d'outillage manuel électromécanique, à moteur électrique incorporé CC : - parties spécifiques aux outils manuels électroportatifs, à moteur électrique incorporé (boitiers, supports d'outils, etc.)"
3086,28,"Parties d'autre outillage manuel électroportatif CC : - parties spécifiques d'autres outils manuels électroportatifs (boitiers, supports d'outils, etc.)"
3087,28,Opérations sous-traitées intervenant dans la fabrication d'outillage portatif à moteur incorporé
3088,28,"Opérations sous-traitées intervenant dans la fabrication d'outillage portatif à moteur incorporé CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties peinture et revêtement du produit mentionné"
3089,28,Équipements aérauliques et frigorifiques industriels
3090,28,"Échangeurs de chaleur ; climatiseurs, équipements de réfrigération, de congélation et de surgélation industriels  Cette sous-classe comprend : la fabrication d'équipements industriels pour la production du froid, y compris l'assemblage des éléments les composant la fabrication de machines et d'appareils pour le conditionnement de l'air, y compris pour les véhicules automobiles la fabrication de ventilateurs à usage non domestique la fabrication d'échangeurs de chaleur la fabrication de machines à liquéfier l'air ou le gaz la fabrication de matériels pour filtrer ou dépoussiérer l'air ou les gaz la fabrication de ventilateurs de grenier (ventilateurs sur pignon, ventilateurs sur toit, etc.) "
3091,28,    
3092,28,Fabrication de machines diverses d'usage général
3093,28,"A   Fabrication d'équipements d'emballage, de conditionnement et de pesage Cette sous-classe comprend : la fabrication d'appareils et d'instruments de pesage (autres que les balances de précision utilisées dans les laboratoires) :  "
3094,28,"Échangeurs de chaleur et dispositifs de liquéfaction d'air ou d'autres gaz CC : - échangeurs de chaleur de tous types pour équipements aérauliques, frigorifiques ou usages industriels CA : - dispositifs de liquéfaction des gaz (machines de Claude ou de Linde)"
3095,28,"Dispositifs de conditionnement de l'air CC : -   matériel autonome de conditionnement de l'air (sur fenêtre, sur véhicule, etc.) centrale de distribution d'air conditionné desservant un ensemble de locaux"
3096,28,"Équipements frigorifiques industriels et pompes à chaleur CC : -   groupes compresseurs frigorifiques industriels ou domestiques pompes à chaleur de tous types ; machines à compression ou absorption centrales de réfrigération pour entrepôts frigorifiques, chambres froides, etc. centrales de production de froid pour surgélation, production de glace, etc. armoires, meubles, vitrines et conservateurs frigorifiques pour commerces CA : -   dispositifs de production de froid sur bateaux de pêche et camions frigorifiques"
3097,28,"Matériels de filtrage et de dépoussiérage des gaz n.c.a. CC : - matériels de dépoussiérage de l'air, de captation des poussières ou de traitement des fumées (cyclones, filtres électrostatiques, etc.) matériels de filtration et lavage des gaz CA : - matériels de garages pour évacuation des gaz d'échappement"
3098,28,Appareils de ventilation non domestiques
3099,28,"Appareils de ventilation non domestiques CC : - ventilateurs pour machines, mines, tunnels, usines, séchoirs et souffleries matériels d'aspiration des gaz, fumées, vapeurs"
3100,28,Parties d'équipements frigorifiques industriels et de pompes à chaleur
3101,28,Parties d'équipements frigorifiques industriels et de pompes à chaleur CC : - parties d'équipements frigorifiques industriels et de pompes à chaleur CA : - meubles conçus pour recevoir un équipement frigorifique
3102,28,Opérations sous-traitées intervenant dans la fabrication d'équipements aérauliques et frigorifiques industriels
3103,28,"Opérations sous-traitées intervenant dans la fabrication d'équipements aérauliques et frigorifiques industriels CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties peinture et revêtement du produit mentionné"
3104,28,Autres machines d'usage général n.c.a.
3105,28,"Générateurs de gaz, appareils de distillation et de filtration"
3106,28,"Générateurs de gaz de gazogène ou de gaz à l'eau ; générateurs d'acétylène et similaires ; équipements de distillation ou de rectification CC : - équipements de distillation (simple ou fractionnée) ou de rectification pour le pétrole, la chimie, les boissons, etc.   • balances de ménage et de magasin, bascules, bascules à pesage continu, ponts-bascules, poids pour balances, etc. la fabrication de machines et d'appareils à empaqueter ou emballer les marchandises : • machines et appareils à remplir, fermer, sceller, capsuler ou étiqueter, etc. la fabrication de machines et d'appareils servant à nettoyer ou à sécher les bouteilles ainsi que de machines et d'appareils à gazéifier les boissons la fabrication de niveaux, de mètres à ruban et d'outils à main similaires, d'instruments pour les travaux de mécanique de précision (sauf optiques) "
3107,28,"B   Fabrication d'autres machines d'usage général Cette sous-classe comprend : la fabrication d'appareils pour la filtration ou l'épuration des liquides la fabrication d'appareils à projeter, à disperser ou à pulvériser des matières liquides ou en poudre : • pistolets aérographes, extincteurs, machines et appareils à jet de sable, appareils de nettoyage à vapeur, etc. la fabrication d'appareils de distillation ou de rectification pour les raffineries de pétrole, les industries chimiques, les industries des boissons, etc. la fabrication de générateurs de gaz la fabrication de calandres et de laminoirs ainsi que de cylindres pour ces machines (sauf pour le métal et le verre) la fabrication de machines centrifuges (sauf les écrémeuses et les sèche-linge) la fabrication de joints d'étanchéité et de joints similaires composés de matériaux différents ou de plusieurs couches d'un même matériau la fabrication de machines automatiques de vente de produits la fabrication de parties de machines d'usage général la fabrication de matériel non-électrique à souder et à braser la fabrication de tours de refroidissement et de dispositifs similaires destinés au refroidissement direct fonctionnant avec de l'eau réinjectée "
3108,28,", 28.29.43, 28.29.50, 28.29.60, 28.29.70, 28.29.81,"
3109,28,", 28.29.83p, 28.29.84, 28.29.85, 28.29.86, 28.29.99p     CA : - générateurs de gaz par procédé à l'eau ou à l'air (acétylène, gaz à l'eau, gaz à l'air, etc.) "
3110,28,"Appareils pour la filtration ou l'épuration des liquides CC : - appareils pour la filtration ou l'épuration de l'eau, des boissons et autres liquides CA : - adoucisseurs d'eau et dispositifs électromagnétiques anticalcaire"
3111,28,"Filtres à huile, filtres à essence et filtres à air pour moteurs thermiques CC : - filtres à huile, filtres à essence et filtres à air pour moteurs thermiques "
3112,28,"Équipements de nettoyage, remplissage, emballage ou conditionnement de bouteilles ou autres récipients ; extincteurs, pistolets pulvérisateurs, appareils de nettoyage à la vapeur ou au sable ; joints"
3113,28,"Équipements de nettoyage, remplissage, emballage ou conditionnement de bouteilles ou autres récipients CC : - machines à nettoyer les bouteilles, à gazéifier les boissons, à fermer, boucher, sceller, capsuler ou étiqueter machines à ensacher, empaqueter, étiqueter, emballer ou gerber les marchandises machines à emballer sous film thermorétractable "
3114,28,"Extincteurs, pistolets pulvérisateurs, appareils de nettoyage à la vapeur ou au sable et dispositifs mécaniques similaires, à l'exclusion de ceux utilisés dans l'agriculture CC : -   matériels de projection pour peinture, métallisation, etc. matériels industriels de nettoyage (au sable, à la vapeur, à l'eau) extincteurs d'incendies de tous types, chargés ou non pistolets aérographes nettoyeurs ménagers à jet d'eau sous pression CA : -   services d'entretien, vérification, recharge des extincteurs"
3115,28,Joints métalloplastiques ; joints d'étanchéité mécaniques CC : - joints d'étanchéité mécaniques et assortiments de joints de matières différentes 
3116,28,"Appareils de pesage et de mesurage industriels, domestiques ou autres"
3117,28,"Appareils de pesage pour usages industriels ; bascules à pesage en continu ; balances à poids constant et cellules de dosage CC : -   bascules, pèse-lettres bascules à pesage en continu CA : -   instruments pour les travaux de mécanique de précision"
3118,28,"Balances de ménage et pèse-personnes CC : - balances de ménage, pèse-personnes, pèse-bébés "
3119,28,"Autres appareils de pesage et de mesurage CC : -   cellules de pesage, dosage, tri ou contrôle pondéral chaînes de conditionnement avec dispositif de pesage, dosage, étiquetage, etc. CA : -   balances automatiques de magasin niveaux, mètres à ruban et outils à main similaires "
3120,28,"Centrifugeuses, appareils de calandrage et machines de vente automatiques"
3121,28,Centrifugeuses n.c.a. CC : - centrifugeuses n.c.a.
3122,28,"Calandres et autres laminoirs, à l'exclusion de ceux pour le métal et le verre CC : - calandres et laminoirs pour industries diverses : textiles, papier, caoutchouc, plastiques, etc."
3123,28,"Machines automatiques de vente de produits CC : - machines automatiques pour la vente de confiseries, boissons, cigarettes, préservatifs, aliments, timbres, tickets, etc. CA : - changeurs de monnaie"
3124,28,Machines à laver la vaisselle de type industriel
3125,28,Machines à laver la vaisselle de type industriel CC : - machines à laver la vaisselle de type industriel 
3126,28,Matériel n.c.a. pour le traitement de matériaux fonctionnant sur la base d'une différence de température
3127,28,Matériel n.c.a. pour le traitement de matériaux fonctionnant sur la base d'une différence de température CC : - tours de refroidissement matériel n.c.a. pour le traitement de matériaux fonctionnant sur la base d'une différence de température CA : - pistolets à métalliser à chaud 
3128,28,Matériel non électrique pour le soudage et le brasage et ses parties ; matériel pour la trempe superficielle fonctionnant au gaz
3129,28,"Matériel non électrique pour le soudage et le brasage et ses parties ; matériel pour la trempe superficielle fonctionnant au gaz CC : - chalumeaux, équipements manuels et machines aux gaz (flamme) CA : - machines pour la trempe superficielle fonctionnant au gaz"
3130,28,Parties d'autres machines d'usage général n.c.a.
3131,28,Parties de générateurs de gaz CC : - parties de générateurs de gaz 
3132,28,Parties de centrifugeuses ; parties d'appareils de filtration et d'épuration des liquides et des gaz CC : - parties de centrifugeuses parties d'appareils de filtration et d'épuration des liquides et des gaz 
3133,28,"Parties d'appareils de calandrage ou de laminage ; parties de matériel de pulvérisation, poids pour appareils de pesage CC : - parties d'appareils de calandrage ou de laminage parties de matériel de pulvérisation, poids pour appareils de pesage CA : - poids pour balances "
3134,28,"Parties de machines sans connecteurs électriques n.c.a. CC : - carters, socles de machines, poignées de commande, etc. "
3135,28,"Pièces de machines à laver la vaisselle et d'équipements de nettoyage, remplissage, emballage ou conditionnement CC : - pièces pour machines à laver la vaisselle de type industriel pièces d'équipements de nettoyage, remplissage, emballage ou conditionnement "
3136,28,"Parties de matériel non électrique pour le soudage et le brasage et de matériel pour la trempe superficielle fonctionnant au gaz CC : - pièces, parties et accessoires non électriques de matériels de soudage"
3137,28,Opérations sous-traitées intervenant dans la fabrication d'autres machines d'usage général n.c.a.             
3138,28,FABRICATION DE MACHINES AGRICOLES ET FORESTIÈRES Ce groupe comprend la fabrication de machines à usage agricole et sylvicole. 
3139,28,Fabrication de machines agricoles et forestières
3140,28,"Z   Fabrication de machines agricoles et forestières Cette sous-classe comprend : la fabrication de tracteurs agricoles et forestiers la fabrication de motoculteurs la fabrication de faucheuses, y compris les tondeuses à gazon la fabrication de remorques ou de semi-remorques autochargeuses ou autodéchargeuses, pour usages agricoles la fabrication de machines, d'appareils et d'engins agricoles pour la préparation du sol, la plantation des cultures ou l'épandage des engrais : • charrues, épandeurs de fumier, semoirs, herses, etc. la fabrication de machines, d'appareils et d'engins pour la récolte et le battage des produits agricoles : • moissonneuses, batteuses, machines pour le triage, etc. la fabrication de machines à traire la fabrication de machines et d'appareils de pulvérisation pour l'agriculture la fabrication d'autres machines et appareils pour l'agriculture : • machines et appareils pour l'aviculture, l'apiculture, la préparation des aliments ou provendes pour animaux, etc. • machines pour le nettoyage, le triage ou le calibrage des œufs, des fruits, etc. "
3141,28,", 28.30.34, 28.30.39, 28.30.40, 28.30.51, 28.30.52,"
3142,28,", 28.30.54, 28.30.59, 28.30.60, 28.30.70, 28.30.81,"
3143,28,", 28.30.83, 28.30.84, 28.30.85, 28.30.86, 28.30.91,"
3144,28,", 28.30.93, 28.30.94, 28.30.99    "
3145,28,"Opérations sous-traitées intervenant dans la fabrication d'autres machines d'usage général n.c.a. CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : assemblage du produit mentionné ou de ses parties peinture et revêtement du produit mentionné"
3146,28,MACHINES AGRICOLES ET FORESTIÈRES      
3147,28,Machines agricoles et forestières
3148,28,Motoculteurs CA : - enjambeurs
3149,28,Motoculteurs CC : - motoculteurs à outils interchangeables
3150,28,Autres tracteurs agricoles
3151,28,"Tracteurs d'une puissance inférieure ou égale à 37 kw CC : - tracteurs légers, d'une puissance n'excédant pas à 37 kW CA : - microtracteurs "
3152,28,"Tracteurs d'une puissance comprise entre 37 kw et 59 kw CC : - tracteurs moyens, d'une puissance supérieure à 37 KW et n'excédant pas 59 kW "
3153,28,Tracteurs d'une puissance supérieure à 59 kw CC : - tracteurs agricoles ou forestiers développant une puissance supérieure à 59 kW CA : - châssis de tracteurs tracteurs agricoles d'occasion 
3154,28,Matériel agricole pour le travail du sol
3155,28,"Charrues CC : - charrues à socs, à disques et autres dispositifs CA : - pulvériseurs"
3156,28,"Herses, scarificateurs, cultivateurs, herses à dents et motohoues CC : - scarificateurs, herses à dents, cultivateurs, motohoues, sarcleuses, bineuses CA : - débroussailleuses-faucheuses-élagueuses pour tracteur "
3157,28,"Semoirs, plantoirs et repiqueurs CC : - semoirs, plantoirs et repiqueurs "
3158,28,Épandeurs de fumier et distributeurs d'engrais CC : - épandeurs et enfouisseurs de fumier 
3159,28,"Autre matériel pour le travail du sol CC : - dérouleuses de films plastiques, tarières, etc. CA : - rouleaux, butteuses"
3160,28,Tondeuses à gazon
3161,28,"Tondeuses à gazon CC : - tondeuses à gazon à moteur électrique ou thermique, ou à main"
3162,28,Matériel de récolte
3163,28,"Faucheuses (y compris barres de coupe à monter sur un tracteur) n.c.a. CC : - faucheuses tractées et automotrices, à sections et rotatives CA : - motofaucheuses "
3164,28,"Appareils de fenaison CC : - râteaux simples et combinés, faneuses-andaineuses CA : - matériel bivalent pour la récolte du fourrage et de la paille "
3165,28,Ramasseuses-presses CC : - ramasseuses-presses classiques et à grosses balles rondes ou parallélépipédiques 
3166,28,Matériel pour la récolte des racines et tubercules CC : - matériel pour la récolte des racines et tubercules 
3167,28,"Matériel de récolte et de battage n.c.a. CC : - moissonneuses-batteuses autres matériels pour la récolte des grains et semences (récolteuses de maïs, cueilleurs, dépouilleurs, égreneurs, etc.) machines à vendanger récolteuses de fruits, de légumes, etc. CA : - récolteuses-hacheuses-chargeuses (ensileuses) "
3168,28,Pulvérisateurs et poudreuses agricoles et horticoles
