NAF 1st Class,NAF 2nd Class,Description
21,,"Toutefois, ce sont ces mêmes laboratoires qui ont produit les médicaments dits « princeps », les médicaments protégés par un brevet, qui s’emploient à la production des médicaments génériques."
21,,La majorité (55 %) des médicaments génériques achetés en France sont produits sur le sol français par les laboratoires pharmaceutiques
21,,Une critique souvent soulevée à l’encontre de l’industrie pharmaceutique est celle de la multiplication des procédures pour propriété intellectuelle
21,,"Mais l’industrie pharmaceutique est accusée de contrôler l’information qui circule par ses canaux et d’essayer d’interdire la diffusion d’information en provenance d’autres sources, en particulier si cette information est contradictoire. Des assignations en justice ont alors lieu de la part des laboratoires"
21,,"Le lobbying de l'industrie pharmaceutique s’efforce d’influencer les prescriptions des médecins, par ses bureaux du service marketing ou ses visiteurs médicaux. "
21,,l'industrie pharmaceutique dépense en France plus de 20 000 euros par an et par médecin
21,,l'industrie pharmaceutique investit en avril 2016 un million de dollars en direction de membres du Congrès afin de les inciter à voter une loi entravant les activités de la DEA la concernant
21,,les 10 principales entreprises pharmaceutiques dépensaient 14 % de leur revenus pour la recherche et le développement contre 34 % pour le marketing et l'administration
21,,"Au cours des deux dernières décennies, l'industrie pharmaceutique s'est très éloignée de son objectif initial de découvrir et de produire de nouveaux médicaments utiles. Désormais principalement une machine marketing pour vendre des médicaments dont les bienfaits sont douteux, cette industrie utilise sa richesse et son pouvoir pour coopter toutes les institutions qui pourraient lui faire obstacle, notamment le Congrès américain, la FDA, les centres médicaux universitaires et la profession médicale elle-même (la plupart de ses efforts de marketing visent à influencer les médecins, car ils doivent rédiger les ordonnances)."
84,,"Le domaine fonctionnel Administration générale regroupe les emplois qui contribuent à la coordination et au fonctionnement général des services de l'État et de leurs établissements publics, dans les domaines de la gestion administrative, de la documentation et des archives, avec pour objectif l'amélioration continue"
84,,"Organiser, coordonner et superviser le fonctionnement régulier et continu des services administratifs et techniques d’une structure. "
84,,Les missions de l'administration sont les suivantes : satisfaire les besoins collectifs en produisant des biens et des services non marchands (c'est-à-dire dont l'objectif principal n'est pas la rentabilité) ;
84,,"assurer l'application des lois et des règlements, maintenir l'ordre et la sécurité des citoyens"
84,,"garantir la bonne marche des services publics, et ce conformément aux instructions données par le pouvoir exécutif"
84,,"Ces missions, assurées par l'administration, doivent concourir à l'intérêt général, bien que cette notion et son périmètre varient selon le pays, les forces politiques au pouvoir et la période. "
84,,L’administration dispose de différents types de moyens pour assurer ses missions
84,,"des moyens juridiques : prérogatives de puissance publique, clauses exorbitantes de droit commun pour les contrats administratifs, etc."
84,,"des moyens matériels : routes, bâtiments publics, équipements, etc. "
84,,"des moyens humains : les agents de la fonction publique, aussi appelés fonctionnaires"
84,,"La fonction publique désigne l’ensemble des fonctionnaires, c’est-à-dire l’ensemble des personnes ayant passé un concours de la fonction publique afin d'être nommées titulaires de la fonction publique."
84,,Les fonctionnaires travaillent au service de l’intérêt général et sont donc astreints à des règles strictes dans l’exercice de leurs fonctions.
84,,"ils doivent respecter une parfaite neutralité, ont l’obligation d’obéir à leur hiérarchie, et ont interdiction de divulguer à l’extérieur du service des informations dont ils ont eu connaissance dans leurs fonctions (discrétion professionnelle)."
84,,"En 2020, le secteur ""Administration publique"" représente 1% de l’effectif salarié du tertiaire"
84,,La politique étrangère est la politique menée par un État vis-à-vis des pays étrangers.
84,,"ministre des Affaires étrangères, est responsable des contacts avec d'autres pays"
84,,Ces contacts peuvent avoir lieu de pays à pays ou bien dans le sein d'organismes intergouvernementaux ou supranationaux (par exemple dans le cadre des Nations unies) ; ou encore pour apporter un soutien aux ressortissants dans d'autres pays.
84,,Ces ministères sont également responsables des diverses ambassades du pays.
84,,"Le ministère de l'Europe et des Affaires étrangères est l’administration française chargée de mettre en œuvre la politique extérieure de la France et d’assurer les relations avec les États étrangers. Il est dirigé par un ministre, membre du Gouvernement."
84,,"Ce ministère fait partie des ministères dits régaliens avec les ministères de la Défense, de la Justice, des Finances et de l'Intérieur."
84,,"le ministère des Affaires étrangères est chargé des relations avec les États étrangers. Il a la responsabilité d'informer le président de la République française et le gouvernement de l’évolution de la conjoncture internationale et de la situation politique, économique et culturelle des États étrangers en s'appuyant sur les rapports des représentations diplomatiques de la France à l'étranger (ambassades et consulats)"
84,,"De manière générale, la défense est la réaction d'un être, destinée à réduire ou annuler ce qu'il perçoit comme une agression, et par extension l'ensemble des moyens et des mesures d'identification et de mesure du risque ou du danger, ainsi que les moyens de protection ou de riposte."
84,,"La Défense nationale (ou Sécurité nationale) est l'ensemble des moyens civils et militaires mis en œuvre par un État pour assurer l'intégrité de son territoire (ou du territoire d'un allié), la protection de sa population ou la sauvegarde de ses intérêts."
84,,Le ministère de la Défense (antérieurement ministère de la Défense nationale ou ministère des Armées) est l'administration chargée de ces questions au sein du gouvernement français.
84,,"La justice est un concept ou une institution, pouvant disposer de son propre Ministère de la Justice, de ce sens découlent les concepts anciens de haute justice et de basse justice."
84,,"La justice est un principe philosophique, juridique et moral fondamental : suivant ce principe, les actions humaines doivent être approuvées ou rejetées en fonction de leur mérite au regard de la morale (le bien), du droit, de la vertu ou de toute autre norme de jugement des comportements."
84,,"La justice, principe à portée universelle, connaît des variations suivant les cultures. La justice est un idéal souvent jugé fondamental pour la vie sociale et la civilisation."
84,,"Au sein d'un État, la justice est un ensemble d’institutions (police, tribunaux, prisons…) qui imposent le règne de la loi, sans lien nécessaire avec le principe philosophique."
84,,"Elle est jugée fondamentale pour faire respecter les lois de l’autorité en place, légitime ou pas."
84,,"La justice est censée punir quiconque ne respecte pas la loi avec une sanction ayant pour but de lui apprendre la loi et parfois de contribuer à la réparation des torts faits à autrui, au patrimoine privé ou commun ou à l'environnement."
84,,"Contribuer à la conception, la planification, la direction et/ou le commandement des opérations de tranquillité, de sécurité et d’ordre publics dans tous milieux"
84,,"Contribuer à la mise en place des indicateurs de performance et des procédures d’évaluation (gestion, ressources humaines, activités)"
84,,Contrôler le respect des règles de déontologie dans les pratiques professionnelles
84,,"Diriger ou commander des services dédiés à l’exécution de missions opérationnelles de sécurité de maintien ou de rétablissement de l’ordre public et / ou de missions de prévention et de lutte contre la délinquance et l’insécurité routière, en liaison avec les autorités de direction, judiciaires et administratives locales"
84,,"Participer à l’élaboration des doctrines d’emploi des moyens, à l’évaluation des besoins en moyens matériels et humains, à la conception des services d’ordre afin de garantir une efficacité opérationnelle constante"
84,,"Planifier, diriger et coordonner des opérations de sécurité relative à la protection des institutions, à la lutte contre la criminalité ou aux missions d’intervention en milieu difficile"
84,,Exploiter les informations locales de proximité et rendre compte aux autorités d’emploi
84,,Participer à la gestion de crise et mise en œuvre d’un dispositif opérationnel en rapport avec les attributions
84,,"Le Service Départemental d’Incendie et de Secours est un établissement public , chargé de la gestion des moyens des services d’incendie et de secours et de leur mise en œuvre opérationnelle dans le département."
84,,"Le commandement des opérations de secours relève, sous l'autorité du préfet ou du maire dans le cadre de leurs pouvoirs de police respectifs, du directeur départemental des services d'incendie et de secours ou de son représentant."
84,,"Les missions exercées dans le cadre de leurs compétences : la prévention et l'évaluation des risques de sécurité civile ; la préparation des mesures de sauvegarde et l'organisation des moyens de secours ; la protection des personnes, des biens et de l'environnement ; le secours d'urgence aux personnes victimes d'accident, de sinistre ou de catastrophe ainsi que de leur évacuation."
84,,"La Sécurité sociale se compose d’un ensemble d’institutions qui ont pour fonction de protéger les individus des conséquences de divers événements ou situations, généralement qualifiés de risques sociaux."
84,,"D’un point de vue institutionnel, la Sécurité sociale se compose : des organismes de tutelle. L’État exerce un droit de regard sur la gestion des organismes de Sécurité sociale. La direction de la sécurité sociale (DSS), rattachée au ministère de l’Économie, des Finances et de la Relance, au ministère du Travail, de l’Emploi et de l’Insertion et au ministère des Solidarités et de la Santé, assure cette tutelle ; elle conçoit les politiques relatives à la Sécurité sociale, et assure leur mise en œuvre ;"
84,,"des caisses de sécurité sociale, appartenant à divers régimes (régime général, régime agricole, régimes spéciaux). Elles assurent l’assistance financière pour les différents risques (maladie, famille, retraite, accidents du travail/maladies professionnelles, autonomie)."
84,,"Missions de la sécurité sociale : On distingue cinq types de risques, qui forment les six branches de la Sécurité sociale : la branche maladie (maladie, maternité, invalidité, décès) ; la branche famille (dont handicap et logement…) ; la branche accidents du travail et maladies professionnelles ; la branche retraite (vieillesse et veuvage) ; la branche autonomie ; la branche cotisations et recouvrement."
84,,La branche maladie assure la prise en charge des dépenses de santé des assurés et garantit l’accès aux soins. Elle mène des programmes de prévention et contribue à la régulation du système de santé français.
84,,La gestion du risque est également au cœur de la mission de la branche maladie. Elle consiste dans la maîtrise de l’évolution des dépenses tout en améliorant l’état de santé de la population.
84,,La branche famille de la Sécurité sociale gère les prestations familiales. Sa mission essentielle est d’atténuer les inégalités de niveau de vie entre les ménages selon le nombre d’enfants.
84,,"soit de l’action sociale : l’action sociale familiale s’ajoute aux prestations familiales légales et s’adresse à l’ensemble des familles allocataires et plus particulièrement celles qui rencontrent des difficultés financières et sociales (participation au financement d’équipement et de services (crèches, centres sociaux, etc), accompagnement des familles par des travailleurs sociaux, aide financière pour des projets familiaux : vacances, naissances multiples…)."
84,,"L’ensemble des régimes obligatoires de base ou complémentaires de retraite fonctionne en France sur le mode de la répartition. Les régimes redistribuent au cours d’une année, sous forme de pensions versées aux retraités, les cotisations encaissées la même année auprès des actifs."
91,,"Le site François Mitterrand de la BnF est composé de deux bibliothèques : une bibliothèque tous publics ouverte du mardi au dimanche, une bibliothèque de recherche ouverte du lundi au samedi"
91,,La Bibliothèque tous publics est ouverte à tous à partir de 16 ans. Les titres d’accès sont en vente sur place dans le hall d’accueil ou via notre billetterie en ligne
91,,"Réservez votre place dans nos salles de lecture et venez consulter les collections en libre-accès, demander des documents parmi les 49 millions de documents conservés dans les magasins, accéder à l’intégralité de nos ressources électroniques, mais aussi travailler en groupe dans nos salles dédiées, et participer à des ateliers et formations."
91,,"Les salles de lecture, et offrent 1 500 places, des postes informatiques et multimédia, ainsi qu’un accès Wifi. Elles permettent de consulter les collections : livres et journaux, ressources électroniques et documents multimédias."
91,,La consultation des documents et des collections est proposée sur place uniquement : pas de prêt à domicile.
91,,Le nouveau système de communication des documents combine chaque jour la réservation à l’avance et la communication directe. Il s’applique de la même façon du lundi au samedi.
91,,Réservation à l’avance : vous pouvez réserver vos documents jusqu’à 20 h la veille de votre venue (17 h le vendredi) pour en disposer le lendemain 
91,,Communication directe sur place : vous pouvez commander d’autres documents sur place de 13 h 30 à 17 h.
91,,"La réservation à l’avance vous permet de consulter les ouvrages commandés dès votre arrivée et d’être prévenu en cas de problème de communication (document hors d’usage, indisponible, etc.)."
91,,"Les salles de travail en groupe en Bibliothèque de recherche sont réservables (accessibles uniquement avec un pass recherche), pour une durée maximum de 4 heures, le jour même ou jusqu’à une semaine à l’avance."
91,,"En application du Plan Vigipirate niveau « alerte attentat », la sécurité et les contrôles aux abords des accès de la Bibliothèque ont été renforcés. En conséquence, l’accès risque d’être un peu plus long que d’usage. Nous vous remercions par avance de votre compréhension. Seuls les bagages de gabarit dit « cabine » (55cm × 35cm × 25cm) sont acceptés dans l’enceinte des sites de la BnF."
91,,"La BnF a une mission de collecte, d’archivage et d’entretien (conservation, restauration), en particulier de tout ce qui se publie ou s'édite en France, ainsi que du patrimoine hérité des collections antérieures et reçu par d'autres voies (dons, legs, achats), mais aussi des activités de recherche et de diffusion de la connaissance, grâce notamment à l’organisation régulière d’expositions à destination du grand public et de multiples manifestations culturelles, conférences, colloques, concerts, dans ses locaux et sur son site Internet."
91,,Elle anime un réseau de coopération avec d'autres services documentaires en France et participe à différentes formes de coopération internationale en la matière.
91,,"La Bibliothèque nationale de France comporte quatorze départements et plusieurs collections principalement conservées sur ses quatre sites parisiens, y compris le Département des monnaies, médailles et antiques, héritier du Cabinet des Médailles. L'ensemble des collections représente environ 40 millions de documents imprimés et spécialisés."
91,,"Chaque année, la bibliothèque reçoit plus de 70 000 livres par dépôt légal ainsi que plus de 250 000 numéros de périodiques et des milliers de documents spécialisés, mais elle procède aussi à des achats et reçoit des dons."
91,,Le dépôt légal du Web a quant à lui préservé près d'un Pétaoctet (Po) de données. Une grande partie des références est consultable en ligne sur le catalogue général de la BnF et ses catalogues spécialisés.
91,,"La BnF est également connue pour sa bibliothèque numérique, Gallica, qui permet de consulter directement la reproduction de plus de 7 600 000 de documents sous format texte, image ou son"
91,,"Le site François-Mitterrand accueille également l'Inathèque de France, chargée du dépôt légal de la radiotélévision et comportant aussi un fonds de cinéma"
91,,"La Bibliothèque nationale de France est depuis 1994 un établissement public à caractère administratif sous tutelle du ministère de la Culture. Son statut, qui faisait l'objet du décret du 3 janvier 199413, est fixé par le chapitre Ier du titre IV du livre III de la partie réglementaire du code du patrimoine. Selon son statut, la BnF a pour missions :"
91,,"de collecter, cataloguer, conserver et enrichir dans tous les champs de la connaissance, le patrimoine national dont elle a la garde, en particulier le patrimoine de langue française ou relatif à la civilisation française (…) "
91,,"d’assurer l'accès du plus grand nombre aux collections, sous réserve des secrets protégés par la loi, dans des conditions conformes à la législation sur la propriété intellectuelle et compatibles avec la conservation de ces collections (…) ;"
91,,d'assurer la gestion des immeubles (…) nécessaires à sa mission
91,,"La mission de recherche a été reconnue tardivement, vers la fin des années 1970, notamment grâce au décret de décembre 1977 qui prévoit la création d’un conseil scientifique, qui orientera la réalisation des travaux de recherche en lien avec le patrimoine, dans une optique de valorisation"
91,,"Chercheurs et étudiants, touristes et curieux, professionnels des bibliothèques, enseignants et scolaires : les publics de la Bibliothèque nationale de France sont aussi variés que l'est l'offre de services et d'animations, sur place ou à distance. L'accès aux salles de lecture est généralement payant."
91,,Une bibliothèque est un lieu où l'on conserve une collection organisée de livres et matériels de référence.
91,,"Il existe des bibliothèques privées — y compris de riches bibliothèques ouvertes au public — des bibliothèques publiques, et des bibliothèques spécialisées entre autres. Les bibliothèques proposent souvent d'autres documents (journaux, périodiques, enregistrements sonores, enregistrements vidéo, cartes et plans, partitions) ainsi que l'accès à internet. Parfois les bibliothèques sont appelées médiathèques."
91,,"La majorité des bibliothèques (municipales, universitaires) permettent la consultation sur place ainsi que le prêt de documents. D'autres, comme la Bibliothèque publique d'information et la bibliothèque nationale de France notamment, n'autorisent que la consultation sur place."
91,,"Elles peuvent alors être divisées en salles de lectures, ouvertes au public, et en magasins de bibliothèque (qui sont souvent des rangs fermés), pour le stockage de livres moins consultés. D'autres espaces, ouverts ou non au public, peuvent s'ajouter."
91,,"Les bibliothèques apparaissent avec le besoin d'organiser la conservation et le travail des textes. Ces lieux dépendent des pouvoirs religieux et politiques, en proportion variable selon les civilisations."
91,,"Les bibliothèques présentent une grande diversité. Ce sont tantôt des établissements à part entière, tantôt des services faisant partie d'un autre établissement. Certaines sont très largement ouvertes, d'autres accessibles à un public restreint. Certaines bibliothèques sont gérées par les pouvoirs publics, d'autres par des organismes de droit privé. Cependant, le critère principal dans la typologie des bibliothèques est celui de leur fonction. Dans chaque pays, les bibliothèques nationales recueillent et conservent les documents qui font l'objet du dépôt légal ; elles conservent souvent aussi d'autres documents. Elles assurent généralement le rôle d'agence bibliographique nationale, en assurant la description de la production imprimée nationale et la diffusion de bibliographies nationales. Certains pays peuvent avoir plusieurs bibliothèques nationales"
91,,"Ces bibliothèques sont destinées à l'ensemble de la population locale pour lui permettre de s'informer et de se divertir. Elles sont souvent gérées par les collectivités locales, mais peuvent fonctionner sous forme d'associations ou concédées au secteur privé ; elles peuvent aussi être gérées par l'État."
91,,"Acquisitions : achat ou collecte par don, dépôt ou dépôt légal de nouveaux documents, bulletinage ;"
91,,"Signalement : catalogage, description, indexation matière (description par des mots du contenu afin de permettre les recherches) des documents possédés par la bibliothèque et choix des indices de classement pour les collections de libre accès. Les thésaurus documentaire les plus utilisés en France sont Rameau (Répertoire d’autorité matière encyclopédique et alphabétique unifié) et les vedettes-matière « Blanc-Montmayeur Danset »"
91,,"Conservation : pour les collections courantes, équipement, reliure, réparation ; pour les collections patrimoniales, conservation préventive (conditions hygrométriques convenant aux supports, conditionnement), conservation curative (restauration, désacidification)"
91,,"Traduction : les bibliothèques sont aussi des lieux ou des étudiants, enseignants, chercheurs ou autres professionnels viennent traduire dans leur langue ou dans une autre langue des éléments d'ouvrages ou des ouvrages anciens"
91,,"Ces activités se sont fortement développées depuis la fin des années 1970 : Prêt, retour et rangement des documents ; Renseignements sur place à la bibliothèque et, parfois, à distance (par téléphone, courrier, fax ou internet et messagerie), notamment à travers des services de référence virtuelle"
91,,"Action culturelle (expositions, contes pour enfants, rencontres avec des écrivains, conférences, colloques, expositions virtuelles). Action sociale (ateliers d'alphabétisation pour la lutte contre l'analphabétisme, ateliers pour la recherche d'emplois, initiations aux T.I.C. (Technologies de l'Information et de la Communication), partenariats avec le monde associatif)."
91,,"Un musée est un lieu dans lequel sont collectés, conservés et exposés des objets dans un souci d’enseignement et de culture."
91,,"Un musée est une institution permanente, à but non lucratif et au service de la société, qui se consacre à la recherche, la collecte, la conservation, l’interprétation et l’exposition du patrimoine matériel et immatériel."
91,,"Ouvert au public, accessible et inclusif, il encourage la diversité et la durabilité. Les musées opèrent et communiquent de manière éthique et professionnelle, avec la participation de diverses communautés. Ils offrent à leurs publics des expériences variées d’éducation, de divertissement, de réflexion et de partage de connaissances."
91,,"Les musées sont souvent spécialisés, il en existe principalement neuf grandes catégories : les musées d'archéologie, les musées d'art, les Musée des Beaux-Arts, les musées des arts décoratifs, les musées d'histoire, les musées de sciences, les musées d'histoire naturelle, les musées des techniques et les musées d'ethnologie"
91,,"Le musée se voit attribuer trois fonctions essentielles : collecter, conserver et exposer."
91,,"d'abord celle de la collection, appliquée par le Moma. Dans cette logique, le collectionneur tente de réunir les œuvres jugées les meilleures. S'il en possède deux qui ne sont pas excellentes, il n'hésite pas à s'en séparer au profit d'une seule autre. S'il en possède deux qui sont redondantes, il en vend une pour en acquérir une autre qui complète sa collection. Dans le jargon des collectionneurs privés, cela s'appelle un arbitrage ;"
91,,"il y a ensuite la logique de la conservation du patrimoine, appliquée par le Louvre, qui est moins dépendante des modes mais qui est aussi beaucoup plus exigeante au niveau des réserves."
91,,Le mot archive (s) désigne de manière générale le lieu et la procédure de stockage d'information.
91,,"Ces visites menées dans les collections et/ou dans les expositions, proposent différentes approches pour mieux comprendre l'art du XIXe siècle."
91,,"Le XIXe siècle affectionne les grands décors et les collections du musée d’Orsay l’illustrent parfaitement, Puvis de Chavannes, Emile René Ménard ou encore Toulouse Lautrec et Odilon Redon… Autant de décors, commandes de l’État ou de particuliers, qui ont quitté leur emplacement d’origine, au contraire de ceux de l’hôtel et de la gare d’Orsay encore visibles in-situ. Étonnez-vous en découvrant cet art du décor célébré au musée !"
91,,Le musée d'Orsay vous propose chaque saison une programmation d'expositions monographiques et thématiques. 
91,,"Passez une agréable visite en famille au musée d'Orsay grâce aux différents services, ressources, activités proposés et à la programmation dédiée."
91,,"Grâce aux ascenseurs et rampes d'accès, la totalité du parcours muséographique, des expositions temporaires et des espaces commerciaux est accessible aux personnes à mobilité réduite et aux poussettes."
60,,"La programmation télévisuelle est l'art de choisir et de planifier sur une grille horaire la diffusion des différents programmes de télévision d'une chaîne télévisée, en faisant en sorte de maximiser leur audience, tout en respectant les contraintes auxquelles la chaîne est soumise."
60,,"La programmation, qui doit refléter l'identité de la chaîne, est souvent le fruit d'une réflexion stratégique au niveau de la direction de celle-ci."
60,,"Afin de créer des points de repères pour les spectateurs et de faciliter la gestion de la diffusion, des cycles de programmation sont mis en place."
60,,Ces cycles déterminent la durée qui sépare deux diffusions consécutives d’une même émission.
60,,"Certaines chaînes (notamment les chaînes d'information en continu) se basent sur des cycles de programmation très courts, de l'ordre du quart d'heure."
60,,Les chaînes généralistes sont plutôt adeptes des cycles journaliers ou hebdomadaires.
60,,"Pour accéder à plus de variété au niveau de la programmation, un cycle mensuel peut être adopté."
60,,On retrouve un cycle annuel dans la programmation des émissions durant les périodes de fêtes ou de vacances scolaires par exemple.
60,,"On oppose généralement les programmes de flux (magazines, actualité...) et les programmes de stock (documentaires, films...) qui ne font pas l’objet des mêmes techniques et cycles de programmation."
60,,"La programmation audiovisuelle est soumise à diverses contraintes, sous lesquelles il faut veiller à optimiser les paramètres que constituent l’audience, les revenus générés et l’influence de l’État, des actionnaires…"
60,,La programmation audiovisuelle est réglementée par le Conseil Supérieur de l’Audiovisuel (CSA) qui fixe notamment les règles suivantes :
60,,"respect de la pluralité des courants politiques en imposant une représentation équitable de chaque parti politique, notamment en comptabilisant les temps de parole de leurs représentants)"
60,,tout programme non adapté à un public mineur doit être doté d’une signalétique appropriée et doit faire l’objet d’un avertissement avant sa diffusion
60,,"concernant la publicité, le CSA stipule notamment qu’une émission ne peut être interrompue par plus de deux coupures publicitaires, que les spots publicitaires doivent être maintenus à un niveau sonore constant"
60,,"les chaînes française sont tenues de rendre public leur grilles de programmation avec 15 jours d'avance et peuvent modifier la grille une semaine (7 jours) avant, ou bien exceptionnellement sous 24 heures (décès) ou instantanément (ex: direct, prolongation d'un match de football, etc.)"
60,,"En termes de contraintes techniques, on peut mentionner la nécessité de disposer de moyens techniques pour réaliser directs, reportages ou émissions sur plateaux, la gestion que nécessitent les décrochages locaux, qui provoquent une démultiplication du contenu proposé, ou encore les contraintes engendrées par les nouveaux canaux de diffusion comme le web, la télévision sur mobile, etc."
60,,"L’achat des programmes à diffuser est un enjeu majeur pour les chaînes de télévision : les programmes les plus chers (films, sports – notamment matches de football) sont aussi les plus fédérateurs et ceux qui promettent les meilleures audiences."
60,,Les contraintes liées à la concurrence ont poussé les programmateurs à mettre en place des stratégies de programmation.
60,,Il est donc nécessaire pour les programmateurs de trouver un juste équilibre entre les coûts de grille et l’optimisation de l’audience.
60,,"On peut identifier deux grands axes stratégiques : le premier, adopté par les chaînes généralistes, consiste à proposer des programmes variés et fédérateurs, de manière à accompagner le plus large public sur la plus longue durée"
60,,"le second, plus adapté à certaines chaînes spécialisées, consiste à proposer un seul type de programme (une chaîne dédiée aux séries par exemple) ou des programmes centrés sur un thème unique (chaîne thématique)."
60,,"Dès leur création, les réseaux américains ont eu besoin de mettre en place leurs propres grilles de programmes dans une situation de concurrence, et ont par conséquent dû créer les métiers et les secteurs destinés à la programmation télévisuelle."
60,,"Ces techniques ont été reprises par tous les programmateurs, français comme européens, durant les années 1980, quand ceux-ci se sont retrouvés face à un panorama concurrentiel."
60,,"Il faut cependant noter que les grilles de programmation américaine sont construites de manière beaucoup plus modulaire, c'est-à-dire qu'elles sont formés de séquences de programmes à durées fixes, multiples de la demi-heure."
60,,"En revanche, les programmes européens ne sont pas soumis à ces durées standard ; en résulte une plus grande élasticité dans les grilles de programmation."
60,,Les récentes évolutions techniques remettent en cause certains principes de la programmation télévisuelle.
60,,"La TNT casse le schéma habituel des 6 chaînes hertziennes pour porter à une vingtaine le nombre de chaînes gratuites, ce qui place le téléspectateur face à une offre nouvelle et variée."
60,,"La diversification des canaux d’accès à la télévision complexifie également la tâche des programmateurs : aujourd'hui, la télévision est accessible par Internet, par les téléphones mobiles, avec des modalités de diffusion nouvelles (catch-up TV, VOD...)."
60,,"Il devient également nécessaire de prendre en compte les changements de modes de vie des téléspectateurs, qui se conforment de moins en moins à des schémas réguliers et sont soumis à des stimulations de plus en plus nombreuses"
60,,Découvrez notre sélection de programmes disponibles cette semaine sur nos chaînes.
60,,"France Télévisions est une société nationale de programme qui gère les activités de la télévision publique en France, de la production à la diffusion."
60,,"Premier groupe audiovisuel en France en termes d'audiences, la société regroupe entre autres les chaînes France 2, France 3 et ses antennes de proximité, France 4 et Culturebox pendant la soirée et la nuit, France 5, France Info ainsi que les chaînes ultra-marines du réseau La 1re"
60,,Elle détient également des participations dans plusieurs chaînes thématiques et internationales.
60,,Elle est présente à la radio en outre-mer et possède plusieurs sites web.
60,,"Le groupe France Télévision détient des chaînes de télévision généralistes, thématiques et locales ainsi que des stations de radio. Elle possède de nombreux sites web sur l'information, l'éducation, la jeunesse et propose des plateformes de création audiovisuelle et des services associés à ses chaînes. Elle compte plusieurs filiales comme des sociétés de production audiovisuelle ou des régies publicitaire"
60,,Les chaînes télévisées nationales du service public sont donc diffusées en numérique 
60,,tout distributeur de services doit mettre gratuitement à disposition de ses abonnés les chaînes nationales de France Télévisions
60,,Les 24 antennes de proximité de France 3 Régions sont diffusées dans toutes les régions de France métropolitaine et les 9 chaînes de proximité du réseau La 1re sont diffusées en outre-mer.
60,,"La part d'audience moyenne des chaînes de France Télévisions a baissé de plus de 11 points entre 2000 et 2018. Dans le détail, sur cette même période, France 2 a perdu 8,6 points, France 3 a perdu 7,4 points tandis que France 5 a gagné 1,7 points. De plus, France 4 a gagné 1,2 points entre 2007 et 2018. Cette baisse générale peut s'expliquer par l'arrivée de nouvelles chaînes avec la TNT lancée en 2005."
60,,"En 2015, les sites de France Télévisions ont reçu 15,7 millions de visiteurs uniques chaque mois sur ordinateur, mobile et tablette et 2,3 milliards de vidéos ont été vues dans l'année"
60,,"France Info est une radio publique d'information française créée le 1er juin 1987 par Roland Faure et Jérôme Bellay, son premier directeur jusqu'en 1989. Elle fait partie du groupe Radio France."
60,,La radio diffuse l'actualité en temps réel et en direct vingt-quatre heures sur vingt-quatre.
60,,France Info commence à émettre le 1er juin 1987 à 6 h 59. C'est alors la première radio d'information en continu en Europe
60,,L'indicatif sonore de la station de 1987 à 2016 a été composé par Gérard Calvi. Cet indicatif a évolué plusieurs fois au fil des ans
60,,"France Info est une radio d'information continue qui diffuse des émissions d'informations (journaux et chroniques). À intervalles réguliers (à 00 et 30 de l'heure), un journal résume l'actualité du moment en neuf minutes (trois minutes à la demi-heure) en développant les principales informations."
60,,"Le rappel des titres, nommé de 2016 à 2020 l'info puis depuis 2020 le fil info est diffusé à 10, 20, 40 et 50 de l'heure."
60,,"La nuit, elle diffuse principalement des musiques de film (bandes originales) ainsi qu'un journal de cinq minutes en direct chaque demi-heure (celui de l'heure pile étant diffusé en simultané sur France Inter), la rediffusion de chroniques/reportages de la journée écoulée (Les Informés de France Info, le Club des Correspondants, l'Interview Eco, diverses chroniques) et la diffusion en différé d'émissions de radios francophones étrangères"
60,,La rédaction s'organise notamment sur un réseau d'envoyés spéciaux permanents et de correspondants
60,,"En parallèle, France Info dispose de quatre bureaux régionaux communs avec France Inter dans les métropoles de Lyon, Lille, Marseille et Toulouse et utilise le réseau de France Bleu pour les autres régions."
60,,"France Info utilise plusieurs réseaux de diffusion gratuits pour transmettre ses programmes sur le territoire métropolitain et sur un plan mondial : FM, satellite, Internet (Poste de radio Internet), iTunes Store, Google Play."
8,,L'extraction de la pierre naturelle se fait essentiellement en carrières à ciel ouvert et parfois en galerie souterraine.
8,,Le premier travail consiste à enlever toutes les couches de terrains inexploitables (la découverte) qui peuvent aller de quelques centimètres à plusieurs dizaines de mètres. 
8,,Vient ensuite la phase d’extraction à proprement parlé qui consiste à retirer de la masse des blocs les plus réguliers et les plus grands possibles.
8,,"Pour cela, le carrier dispose de plusieurs techniques, allant de l’utilisation de coins éclateurs au sciage au fil diamanté en passant par les explosifs ou la haveuse. "
8,,Leur mise en œuvre dépend pour beaucoup de la nature du gisement et des caractéristiques du matériau.
8,,"Le sable est la proportion fine des granulats. L’extraction de granulats est une pratique qui est utilisée pour prélever et exploiter le sable et les graviers (siliceux ou calcaires) dans des carrières, des dunes ou des plages, ou pour le draguer dans le lit des rivières ou des océans."
8,,"On appelle souvent ""sablière"" une carrière de sable, et « gravière » une carrière de gravier, substantifs qui ont aussi servi à donner leur nom à des communes de France"
8,,"Les sables ont des origines minéralogiques marines (principalement) ou terrestres (ils sont alors issus des processus érosifs (érosion éolienne, érosion et processus fluviatiles notamment par l'eau douce ou par les glaciers)."
